Source.Name;Marca temporal;Nombre del Encuestador SE1;Nombre de la empresa;1. Tamaño de la empresa:;2. Sector o industria principal de la empresa (seleccione una opción):  ;* Especificar otra industria o sector;3. ¿Qué tipo de perfiles profesionales son los más demandados por su empresa actualmente?  ;* Especificar otro perfil;4. ¿Cuántos puestos de trabajo necesitan cubrir en los próximos 12 meses?   ;5. ¿Cuáles son las principales dificultades que enfrenta para cubrir las vacantes en su empresa?  ;* Especificar otras dificultades;6. ¿Qué proporción de sus trabajadores considera que tiene suficiente formación?;7. ¿En qué medida la falta de personal cualificado cree que afecta al crecimiento de su empresa?  ;8. ¿A su empresa le interesaría realizar programas de formación o programas de inserción laboral?  
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;14/02/2025 13:09;;Ghalia moda y complementos ;Pequeña;Otros *;Textil;Otro *;Informáticos en redes sociales ;Ninguno;Competencia salarial;;La mayoría;En gran medida;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;14/02/2025 13:35;;Koriki símbolo de la felicidad ;Micro;Otros *;Tienda zen ;Comerciales;;Ninguno;Competencia salarial;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;14/02/2025 13:49;;Manas zapateria;Micro;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;14/02/2025 13:53;;Vitaldent ;Pequeña;Salud;;Técnicos;;1-5;Falta de candidatos cualificados, Falta de experiencia;;La mayoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 9:06;;Las tres sirenas;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Aproximadamente la mitad;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 9:16;;Electro Mecánica Iglesias ;Pequeña;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;Poco;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 9:32;;;Micro;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;La mayoría;En cierta medida;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 9:34;;Occident;Micro;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;La mayoría;En cierta medida;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 9:48;;Solvia;Pequeña;Comercio;;Administrativos;;1-5;Falta de experiencia;;La mayoría;Poco;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 10:04;;Merca euro;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Una minoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 10:12;;Dís Frutería ;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 10:44;;Wan Lida Alimentacion ;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 10:56;;La terrasita;Pequeña;Hostelería;;Otro *;Camarero ;Ninguno;Competencia salarial;;La mayoría;En cierta medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 10:59;;Amerighi ;Micro;Tecnología;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;Poco;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 11:05;;La tienda;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;En cierta medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 11:24;;Tintas y toner;Micro;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 11:33;;Taller ;Micro;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados;;Casi todos;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 11:50;;Autoescuela baliza;Micro;Servicios;;Técnicos;;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 11:56;;Multi ópticas mó ;Grande;Servicios;;Comerciales;;1-5;Falta de experiencia;;Una minoría;En gran medida;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 12:04;;Droguería Ana;Mediana;Comercio;;Otro *;Vendedores;Ninguno;Falta de candidatos cualificados, Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 12:18;;Panadería la ciencia ;Micro;Comercio;;Otro *;Dependienta ;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 12:28;;Dekinfor.com;Micro;Tecnología;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 12:41;;Carmen Macías, centro estético ;Micro;Servicios;;Comerciales;;Ninguno;Falta de experiencia;;Casi todos;En cierta medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;17/02/2025 13:10;;El Zapatero ;Micro;Comercio;;Otro *;Profesionales ;Ninguno;Otras *;No puede pagar por un empleado;La mayoría;En gran medida;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 9:50;;Papelería el búho sabio;Micro;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 10:15;;Hermanos Pérez Codesal;Pequeña;Comercio;Al por menor;Otro *;Dependienta ;1-5;Otras *;Los pagos;La mayoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 10:37;;Farmacia ;Pequeña;Salud;;Otro *;Facultativo ;1-5;Falta de experiencia;;La mayoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 11:14;;Barberia;Micro;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 11:28;;Frutería Jesús ;Micro;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;La mayoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 11:35;;Chuches Manolo ;Micro;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;La mayoría;En cierta medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 11:47;;Telever;Micro;Servicios;;Técnicos;;Ninguno;Falta de experiencia;;La mayoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 11:57;;La tienda del desavio ;Micro;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Aproximadamente la mitad;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;18/02/2025 13:18;;El denario;Pequeña;Hostelería;;Otro *;Camarero ;1-5;Falta de experiencia;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 10:30;;Feu Vert;Grande;Comercio;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 10:35;;Mundo Movil;Mediana;Comercio;;Otro *;Dependienta ;Ninguno;Competencia salarial;;La mayoría;En gran medida;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 10:51;;Label;Pequeña;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 10:57;;José Daniel  Barberia;Micro;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 11:07;;Silvia Benítez ;Pequeña;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 11:42;;Saunier Duval;Pequeña;Servicios;;Comerciales;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 12:19;;Farmacia ;Pequeña;Salud;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 13:05;;Miha ;Micro;Otros *;Textil ;Comerciales;;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 13:26;;Las tres niñas;Pequeña;Comercio;;Otro *;Dependienta ;Ninguno;Falta de experiencia;;La mayoría;Nada;Sí
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 13:30;;Armonía ;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Casi todos;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 13:35;;Bazar;Micro;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Aproximadamente la mitad;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 13:54;;La jarrita;Pequeña;Hostelería;;Otro *;Camarero ;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;19/02/2025 14:24;;Bar es que;Pequeña;Hostelería;;Otro *;Camarero ;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 9:48;;Papelería Amalia Pepe;Micro;;;Comerciales;;Ninguno;Falta de candidatos cualificados;;La mayoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 9:58;;Mini Supermercado ;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 10:05;;Frutería la Karra;Pequeña;Comercio;;Otro *;Frutero;1-5;Otras *;No se puede por los impuestos ;Casi todos;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 10:19;;Auto repuestos alcosa Herbella;Pequeña;Servicios;;Otro *;Repartidor;Ninguno;Otras *;No quieren trabajar ;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 10:28;;La monería la niña de la Reme;Micro;Otros *;Textil ;Otro *;Dependienta ;Ninguno;Otras *;Horarios ;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 10:43;;Fontaneria;Micro;Comercio;;Técnicos;;Ninguno;Falta de experiencia;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 10:47;;Peluquería tecno;Micro;Servicios;;Técnicos;;Ninguno;Falta de experiencia;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 11:20;;Zapateria hermanos Parraga;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Aproximadamente la mitad;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 11:23;;Frutería limin;Micro;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 11:28;;Zapateria Pedro Moreno ;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;La mayoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 11:43;;Mercería Axati;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 11:45;;Pescadería Vicente ;Micro;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;Casi todos;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 11:49;;Óptica Delgado ;Pequeña;Salud;;Otro *;Opticos;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 12:42;;Futurplast;Micro;Servicios;;Otro *;Subcontratacion;Ninguno;Competencia salarial;;La mayoría;Nada;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 12:47;;Somo y Lifestile;Pequeña;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 12:49;;Farmacia José Luis Acosta;Pequeña;Salud;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE34-ROSARIO GARCIA RUIZ (respuestas).xlsx;20/02/2025 12:54;;Peluquería doble A;Micro;Servicios;;Técnicos;;Ninguno;Competencia salarial;;La mayoría;En gran medida;No
SE35-WILLIAM ARMANDO GONZALEZ SANCHEZ (respuestas).xlsx;;;;;;;;;;;;;;
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 11:36;;La esquima del ale;Micro;Hostelería;Bar;Otro *;Camareros ;Ninguno;Falta de experiencia;;Casi todos;Poco;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 11:45;;La paraita;Micro;Hostelería;Bar;Comerciales;Camareros ;Ninguno;Falta de candidatos cualificados;No quieren trabajar ;Una minoría;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 11:50;;Bar el metro tapas;Pequeña;Hostelería;Bar;Comerciales;Camareros ;1-5;Falta de candidatos cualificados, Competencia salarial;Poco personal dispuesto a trabajar ;Casi todos;En gran medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 11:54;;Zahora;Pequeña;Hostelería;Cafétéria ;Comerciales;Caterps;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia, Otras *;La responsabiñidad de los contratados ;Una minoría;En cierta medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 12:08;;Origen pub;Pequeña;Hostelería;Bar;Comerciales;Camareros ;1-5;Falta de candidatos cualificados, Competencia salarial;;Casi todos;En gran medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 12:25;;Restaurante chino gran mundo;Micro;Hostelería;Restaurante;Comerciales;Camareros ;Ninguno;Otras *;Empresa familiar ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 12:28;;Wismar;Pequeña;Hostelería;Restaurante ;Comerciales;Camarero y cocineros ;1-5;Falta de candidatos cualificados, Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 13:32;;Aljarafe dental;Pequeña;Salud;Dentista;Técnicos;;1-5;Falta de candidatos cualificados, Falta de experiencia;;Casi todos;Poco;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 13:34;;Farmacia los olmos;Micro;Salud;Farmacia ;Técnicos;;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 13:35;;La capocha gastro tertulia ;Pequeña;Hostelería;;Comerciales;Camareros ;1-5;Competencia salarial;;La mayoría;En cierta medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 13:38;;El mercado de enma;Micro;Comercio;;Comerciales;;Ninguno;Otras *;Empresa familiar ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 13:39;;El manatí ;Pequeña;Hostelería;;Otro *;Camareros ;Ninguno;;Empresa familiar ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 13:41;;Adrián quinta Barber shop ;Micro;Servicios;Peluquería ;Técnicos;;Ninguno;Otras *;Empezando el negocio ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 14:52;;Pizzeria gayra;Micro;Hostelería;;Otro *;Cocinetos;Ninguno;Otras *;Autónomo ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 14:54;;Origen pub ;Pequeña;Hostelería;;Comerciales;Camareros ;1-5;Otras *;Estudiantes formación ;Una minoría;Poco;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;18/02/2025 15:27;;Domino's pizza ;Pequeña;Hostelería;;Comerciales;Camareros y cocineros ;1-5;Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 18:20;;Garbo;Micro;Comercio;Ropa y complementos ;Comerciales;;Ninguno;Otras *;Autónomo ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 18:32;;Lebab cavaleri;Micro;Hostelería;;Comerciales;Camareros y cocineros ;Ninguno;Otras *;Empresa familiar ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 18:33;;Donner kebab;Micro;Hostelería;;Comerciales;Camareros y cocineros ;Ninguno;Otras *;Empresa familiar ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 18:33;;Polvillo ;Micro;Comercio;;Comerciales;Autónomo ;Ninguno;Otras *;Autónomo ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 18:34;;Gasolinera Repsol ;Pequeña;Servicios;;Comerciales;;1-5;Falta de candidatos cualificados, Falta de experiencia;;Aproximadamente la mitad;Poco;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 18:37;;Axa seguros;Pequeña;Servicios;;Comerciales;;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 18:55;;Cervecería la mar de gambas;Pequeña;Hostelería;;Comerciales;Camareros y cocineros ;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En cierta medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 19:01;;Toro chessburguer;Pequeña;Hostelería;;Comerciales;Camareros y cocineros ;1-5;Falta de candidatos cualificados, Falta de experiencia;;La mayoría;En cierta medida;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 19:06;;Orpheus;Pequeña;Hostelería;Bar de copas;Comerciales;Camareros ;Ninguno;;Empresa familiar ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 19:08;;Cajasur ;Mediana;Servicios;Banco;Administrativos;;Ninguno;;;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 19:19;;Unicaja;Mediana;Servicios;Banco;Administrativos;;Ninguno;;;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 19:20;;Bankinter ;Mediana;Servicios;Banco ;Administrativos;;Ninguno;;;Casi todos;Poco;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 19:21;;Bankinter ;Mediana;Servicios;Banco ;Administrativos;;Ninguno;;;Casi todos;Poco;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 19:23;;Dr. Omid;Pequeña;Salud;;Técnicos;Dentista y auxiliares ;Ninguno;;Empresa familiar ;Casi todos;Nada;No
SE36 - LOURDES MARIA QUINTERO DIAGO (respuestas).xlsx;19/02/2025 19:24;;Banco Santander ;Mediana;Servicios;Banco ;Administrativos;;Ninguno;Falta de candidatos cualificados;;Casi todos;Poco;No
SE37 - MARIA RUS PEREZ (respuestas).xlsx;19/02/2025 7:56;;ALKJSDF;Pequeña;;;;;1-5;;;;;
SE38 - CRISTINA BARRERA MORON (respuestas).xlsx;18/02/2025 11:57;;Bonet;Pequeña;Otros *;Belleza;Técnicos;;Ninguno;Falta de candidatos cualificados, Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE38 - CRISTINA BARRERA MORON (respuestas).xlsx;18/02/2025 12:29;;Desavío 24;Pequeña;Comercio;;Otro *;;Ninguno;Competencia salarial, Falta de experiencia;;La mayoría;En cierta medida;No
SE38 - CRISTINA BARRERA MORON (respuestas).xlsx;19/02/2025 11:30;;Vargon;Pequeña;Otros *;Belleza;Técnicos;;1-5;Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE38 - CRISTINA BARRERA MORON (respuestas).xlsx;19/02/2025 13:23;;Stylo kebab;Pequeña;Hostelería;;Otro *;;1-5;Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE38 - CRISTINA BARRERA MORON (respuestas).xlsx;19/02/2025 14:32;;Pescaderia bahía ;Pequeña;Comercio;;Otro *;;Ninguno;Otras *;;Una minoría;En cierta medida;No
SE38 - CRISTINA BARRERA MORON (respuestas).xlsx;20/02/2025 11:01;;Scarlatta;Pequeña;Hostelería;;Técnicos;;1-5;Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE38 - CRISTINA BARRERA MORON (respuestas).xlsx;20/02/2025 11:51;;Tienda Edu;Micro;Comercio;;Técnicos;;Ninguno;Falta de experiencia;;La mayoría;En cierta medida;No
SE38 - CRISTINA BARRERA MORON (respuestas).xlsx;20/02/2025 13:57;;Panaderia la canela ;Pequeña;Comercio;;Técnicos;;Ninguno;Competencia salarial;;Aproximadamente la mitad;Poco;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 9:11;;OCASO;Grande;Otros *;SEGUROS;Comerciales;;1-5;Falta de experiencia;;Aproximadamente la mitad;En cierta medida;Sí
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 9:33;;Estanco el cachorro ;Pequeña;Comercio;;Otro *;Dependientes;Ninguno;Otras *;Falta de compromiso ;La mayoría;Poco;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 9:42;;Administración de loterías el cachorro ;Micro;Comercio;;Otro *;Dependientes ;Ninguno;Falta de experiencia;;Una minoría;Poco;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 9:49;;Juan García Roldán ;Micro;Otros *;Metal;Técnicos;;Ninguno;Falta de experiencia;;La mayoría;Nada;Sí
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 10:01;;Bosco peluqueros;Micro;Servicios;Peluqueos;Otro *;Dependientes ;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 10:07;;Piscina alfarería ;Micro;Servicios;Aprendizaje ;Otro *;Monitores de natación ;1-5;Falta de candidatos cualificados, Falta de experiencia;;La mayoría;En gran medida;Sí
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 10:13;;Bazar xu mei zhu;Grande;Comercio;;Otro *;Dependientes ;1-5;Falta de experiencia;;Casi todos;En cierta medida;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 10:22;;Supermercado Dia;Grande;Comercio;;Otro *;Dependientes/cajeras;1-5;Falta de candidatos cualificados, Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:00;;Jovama;Micro;Otros *;Aluminios ;Otro *;Dependientes ;Ninguno;Falta de candidatos cualificados;;Una minoría;Nada;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:07;;Amplifon ibérica ;Grande;Servicios;;Administrativos;;Ninguno;Competencia salarial;;La mayoría;Nada;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:14;;Coleccionismo don Cecilio de Triana ;Pequeña;Comercio;;Otro *;Dependientes ;1-5;Otras *;Falta venta;Una minoría;Nada;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:20;;Aluminios y cristales del Aljarafe ;Mediana;Servicios;;Otro *;Oficiales;6-10;Falta de candidatos cualificados;;La mayoría;En gran medida;Sí
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:26;;Zapa Rapi;Micro;Comercio;;Otro *;Zapatero ;Ninguno;Falta de candidatos cualificados;;La mayoría;Nada;Sí
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:29;;Calentitos Triana ;Pequeña;Hostelería;Churrería ;Otro *;Dependientes ;1-5;Falta de experiencia;;Una minoría;Nada;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:40;;Cuchillería castilla;Micro;Comercio;;Otro *;Dependientes ;Ninguno;Falta de candidatos cualificados;;Una minoría;Nada;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:48;;Triana es arte;Pequeña;Otros *;Cultura ;Comerciales;;1-5;Falta de experiencia;;La mayoría;Poco;Sí
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:54;;Osete flamenca;Pequeña;Comercio;;Otro *;Dependientes ;Ninguno;Falta de experiencia;;Una minoría;Nada;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 11:58;;Inés de la camara;Pequeña;Otros *;Textil;Comerciales;;Ninguno;Otras *;Los seguros sociales;La mayoría;Nada;No
SE39 - MARIA JESUS MARTIN GOMEZ (respuestas).xlsx;18/02/2025 12:06;;La tarta de la madre;Pequeña;Hostelería;Pastelería ;Otro *;Dependientes ;Ninguno;Falta de candidatos cualificados;;La mayoría;Nada;No
